sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
2173,139348,Self-Financed Merit Seat,"Sri Lakshmi narayana institute of medical sciences,puducherry,Sri Lakshmi narayana institute of medical sciences,puducherry, Puducherry, 605502","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,General,Allotted
2174,139353,Self-Financed Merit Seat,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR,SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR, Karnataka, 572107",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Open,General,Allotted
2175,139429,All India,"Atal Bihari Vajpayee Government Medical College, Vidisha,NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA MP, Madhya Pradesh, 464001",M.D. (PHYSIOLOGY),OBC,OBC,Allotted
2176,139580,All India,"Kidwai Memorial Institute of Oncolgy,Kidwai Memorial Institute of Oncolgy, Karnataka, 560029",M.D. (BIOCHEMISTRY),SC,SC,Allotted
2177,139614,All India,"Government Medical College Srinagar,Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",M.D. (PHARMACOLOGY),OBC,OBC,Allotted
2178,139901,Self-Financed Merit Seat,"AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPITAL,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, Puducherry, 607402",M.D. (ANAESTHESIOLOGY),Open,OBC,Allotted
2179,139932,Self-Financed Merit Seat,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI,NO,7 WORKS ROAD,CHROMEPET,CHENNAI, Tamil Nadu, 600044",M.S. (GENERAL SURGERY),Open,General,Allotted
2180,139966,Self-Financed Merit Seat,"Sri Siddhartha Institute of Medical Sciences & Research Centre (SSIMRC),T Begur, Nelamangala, Bangalore rural, Karnataka, 562123",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
2181,140043,Self-Financed Merit Seat,"Mahatma Gandhi Medical College and Research Institute, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam, Pondicherry, Puducherry, 607402",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,General,Allotted
2182,140048,All India,"EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR,EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR, Karnataka, 560010",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,ST,ST,Allotted
2183,140064,DNB Quota,"Associated Hospital Government Medical College, ,Government Medical College Chack Sajjan Kathua, Jammu And Kashmir, 184101",(NBEMS) COMMUNITY MEDICINE,OBC,OBC,Allotted
2184,140209,All India,"NAMO Medical Education and Research Institute, Dadra & Nagar Haveli & Daman & Diu,Sayli Road, Silvassa, DNH, Dadra And Nagar Haveli, 396230",M.D. (MICROBIOLOGY),Open,General,Allotted
2185,140255,All India,"Government Medical College, Jalgaon,Jilha Peth, Government Hospital Campus, Jalgaon, Maharashtra, 425001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
2186,140266,Delhi University Quota,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (FORENSIC MEDICINE),Open,SC,Allotted
2187,140407,All India,"Govt. Doon Medical College, Dehradun,Govt. Doon Medical College Dehrakhas, Patel Nagar Dehradun 248001, Uttarakhand, 248001",M.D. (MICROBIOLOGY),OBC,OBC,Allotted
2188,140576,All India,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra,HBT Medical College and Dr R N Cooper Municipal General Hospital, Bhaktivedanta Swami Rd, JVPD Schem, Maharashtra, 400056",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open PwD,GNYes,Allotted
2189,140637,Self-Financed Merit Seat,"VINAYAKA MISSIONS MEDICAL COLLEGE AND HOSPITAL, KARAIKAL,KEEZHAKASAKUDIMEDU, KOTTUCHERRY (POST), KARAIKAL, UT of PUDUCHERRY, Puducherry, 609609",M.S. (E.N.T.),Open,OBC,Allotted
2190,140677,Non-Resident Indian,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI,DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI, Maharashtra, 400706",M.D. (GENERAL MEDICINE),Open,General,Allotted( NRI Priority : 2 )
2191,140830,All India,"Government Medical College, Datia,Near 29 Batallion, National Highway 44, Dist Datia, Madhya Pradesh Pin - 475661, Madhya Pradesh, 475661",M.D. (PHARMACOLOGY),OBC,OBC,Allotted
2192,140955,All India,"Gvernment Medical College,Haldwani,Government Medical College, Haldwani, Uttarakhand, 263139",MD/MS (Anatomy),Open,General,Allotted
2193,141196,All India,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY, Shahmeena Road, Chowk, Lucknow-226003, Uttar Pradesh, 226003",M.D. (PHYSIOLOGY),SC,SC,Allotted
2194,141335,Self-Financed Merit Seat,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, CHENNAI,NO,7 WORKS ROAD,CHROMEPET,CHENNAI, Tamil Nadu, 600044",M.S. (GENERAL SURGERY),Open,OBC,Allotted
2195,141349,All India,"Sri Bhausaheb Hire Government Medical College,Sri Bhausaheb Hire Government Medical College,Dhule, Maharashtra, 424311",M.D. (BIOCHEMISTRY),Open,General,Allotted
2196,141477,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha-,Jawaharlal Nehru Medical College, Sawangi Meghe Wardha - 442107, Maharashtra State, Maharashtra, 442107",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,OBC,Allotted
2197,141686,All India,"HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN,HASSAN INSTITUTE OF MEDICAL SCIENCES, HASSAN, Karnataka, 573201",M.D. (PATHOLOGY),ST,ST,Allotted
2198,141823,All India,"Agartala Government Medical College,Agartala Government Medical College, Tripura, 799006",M.D. (PHARMACOLOGY),Open,General,Allotted
2199,141936,All India,"GOA MEDICAL COLLEGE,Bambolim, Goa, Goa, 403202",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,EWS,Allotted
2200,142005,All India,"Shri Lal Bahadur Shastri Government Medical College and Hospital , ,VPO- Bhangrotu, MC- Ner Chowk, District- Mandi, Himachal Pradesh, 175021",M.D. (MICROBIOLOGY),OBC,OBC,Allotted
2201,142164,Self-Financed Merit Seat,"DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI,DR D Y PATIL MEDICAL COLLEGE, NAVI MUMBAI, Maharashtra, 400706",M.S. (ORTHOPAEDICS),Open,OBC,Allotted
2202,142180,Self-Financed Merit Seat,"Sri Lakshmi narayana institute of medical sciences,puducherry,Sri Lakshmi narayana institute of medical sciences,puducherry, Puducherry, 605502",M.S. (ORTHOPAEDICS),Open,OBC,Allotted
2203,142203,All India,"Government Medical College, Kollam,Government Medical College Kollam,Parippally, Kerala, 691574",M.D. (FORENSIC MEDICINE),SC,SC,Allotted
2204,142289,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College, West Bengal, 722102",M.D. (PHYSIOLOGY),Open,General,Allotted
2205,142504,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (PSYCHIATRY),Open PwD,GNYes,Allotted
2206,142548,Self-Financed Merit Seat,"Meenakshi Medical College Hospital and Research Institute, Kanchipuram,Meenakshi Medical College Hospital and Research Institute, Enathur, Karaipettai Post, Kanchipuram, Tamil Nadu, 631552",M.S. (ORTHOPAEDICS),Open,General,Allotted
2207,142562,Self-Financed Merit Seat,"Shri Sathya Sai Medical College and Research Institute,Kancheepuram,SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",M.S. (ORTHOPAEDICS),Open,General,Allotted
2208,142721,Self-Financed Merit Seat,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",M.D. (MICROBIOLOGY),Open,General,Allotted
2209,142733,All India,"LATE SHRI LAKHI RAM AGRAWAL MEMORIAL GOVT.MEDICAL COLLEGE,LATE SHRI LAKHI RAM AGRAWAL MEMORIAL GOVT.MEDICAL COLLEGE, Chhattisgarh, 496001",M.D. (PHYSIOLOGY),Open,OBC,Allotted
2210,142749,All India,"PATNA MEDICAL COLLEGE, PATNA,PATNA MEDICAL COLLEGE, PATNA, Bihar, 800004",MD/MS (Anatomy),Open,OBC,Allotted
2211,142780,All India,"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGAR INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (FORENSIC MEDICINE),SC,SC,Allotted
2212,142918,All India,"Govt Medical college Shivpuri,Near Kattha Mill, Gwalior Bypass Highway Shivpuri MP, Madhya Pradesh, 473551",M.D. (MICROBIOLOGY),Open,General,Allotted
2213,142957,All India,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (PATHOLOGY),ST,ST,Allotted
2214,143162,Self-Financed Merit Seat,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR,SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR, Karnataka, 572107",M.D. (PAEDIATRICS),Open,EWS,Allotted
2215,143167,All India,"GOVT MEDICAL COLLEGE, ANANTAPURAMU,GOVT MEDICAL COLLEGE, ANANTAPURAMU, Andhra Pradesh, 515001",M.D. (PHYSIOLOGY),Open,SC,Allotted
2216,143190,DNB Quota,"GMERS Medical College and General Hospital, ,GMERS Medical College and General hospital,Old TB Campus, gotri road, Vadodara, Gujarat, 390021",(NBEMS) MICROBIOLOGY,OBC,OBC,Allotted
2217,143217,Non-Resident Indian,"AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPITAL,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, Puducherry, 607402",M.D. (GENERAL MEDICINE),Open,OBC,Allotted( NRI Priority : 2 )
2218,143224,All India,"Government Medical College, Baramati,Plot No P-107 Opposite Women Hospital Baramati MIDC Area Baramati Tehsil Baramati Dist Pune, Maharashtra, 413133",M.D. (PHYSIOLOGY),Open,General,Allotted
2219,143552,All India,"BIDAR INSTITUTE OF MEDICAL SCIENCES, BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES, BIDAR, Karnataka, 585401",M.D. (PHYSIOLOGY),Open,General,Allotted
2220,143601,Self-Financed Merit Seat,"BHAARATH MEDICAL COLLEGE AND HOSPITAL,SELAIYUR,173, AGARAM MAIN ROAD,SELAIYUR,CHENNAI",M.S. (OPHTHALMOLOGY),Open,OBC,Allotted
2221,143603,DNB Quota,"GMERS Medical College,Gujarat,Morbi Gandhi Choke, Near Town Hall, Morbi, Gujarat- 363641",(NBEMS) BIOCHEMISTRY,OBC,OBC,Allotted
2222,143612,All India,"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
2223,143664,All India,"Sri Bhausaheb Hire Government Medical College,Sri Bhausaheb Hire Government Medical College,Dhule, Maharashtra, 424311",M.D. (MICROBIOLOGY),Open,General,Allotted
2224,143706,Self-Financed Merit Seat,"Sri Siddhartha Institute of Medical Sciences & Research Centre (SSIMRC),T Begur, Nelamangala, Bangalore rural, Karnataka, 562123",M.D. (PAEDIATRICS),Open,OBC,Allotted
2225,143728,All India,"Govt. Medical College Akola,Govt. Medical College Akola, Maharashtra, 444001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open PwD,GNYes,Allotted
2226,143770,Non-Resident Indian,"SHRI. B. M. PATIL MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE,SHRI. B. M. PATIL MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, SOLAPUR ROAD, VIJAYAPURA, Karnataka, 586103",M.S. (GENERAL SURGERY),Open,General,Allotted( NRI Priority : 1 )
2227,143990,All India,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",M.D. (PHYSIOLOGY),Open,General,Allotted
2228,144189,Self-Financed Merit Seat,"A.C.S. Medical College and Hospital,A.C.S. Medical College and Hospital, Tamil Nadu, 600077",M.D. (PSYCHIATRY),Open,OBC,Allotted
2229,144196,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001",M.D. (PHYSIOLOGY),SC,SC,Allotted
2230,144277,Self-Financed Merit Seat,"Sri Lakshmi narayana institute of medical sciences,puducherry,Sri Lakshmi narayana institute of medical sciences,puducherry, Puducherry, 605502",M.D. (ANAESTHESIOLOGY),Open,General,Allotted
2231,144280,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER,NEAR PATEL STADIUM, AJMER, Rajasthan, 305001",M.D. (PHYSIOLOGY),ST,ST,Allotted
2232,144288,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, Chhattisgarh, 495001",M.D. (PATHOLOGY),ST,ST,Allotted
2233,144311,All India,"Maharaja Suhel Dev Autonomous State Medical College & Mahrishi Balark Hospitals, Bahraich, Uttar Pradesh,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,EWS,EWS,Allotted
2234,144427,Self-Financed Merit Seat,"Sri Lakshmi narayana institute of medical sciences,puducherry,Sri Lakshmi narayana institute of medical sciences,puducherry, Puducherry, 605502",M.S. (GENERAL SURGERY),Open,OBC,Allotted
2235,144710,Self-Financed Merit Seat,"Sri Siddhartha Institute of Medical Sciences & Research Centre (SSIMRC),T Begur, Nelamangala, Bangalore rural, Karnataka, 562123",M.S. (OPHTHALMOLOGY),Open,General,Allotted
2236,144845,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, Bihar, 846003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
2237,145208,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, Chhattisgarh, 495001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
2238,145251,Non-Resident Indian,"DR. D. Y. PATIL MEDICAL COLLEGE, PUNE,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted( NRI Priority : 2 )
2239,145269,Self-Financed Merit Seat,"A.C.S. Medical College and Hospital,A.C.S. Medical College and Hospital, Tamil Nadu, 600077",M.D. (ANAESTHESIOLOGY),Open,General,Allotted
2240,145317,Self-Financed Merit Seat,"Shri Sathya Sai Medical College and Research Institute,Kancheepuram,SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",M.S. (ORTHOPAEDICS),Open,OBC,Allotted
2241,145535,Self-Financed Merit Seat,"AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPITAL,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, Puducherry, 607402",M.S. (E.N.T.),Open,OBC,Allotted
2242,145581,DNB Quota,"ESI Hospital,West Bengal,Manicktala 54, Bagmari Road, Kolkata , West Bengal-700054",(NBEMS) PATHOLOGY,EWS,EWS,Allotted
2243,145735,All India,"SHYAM SHAH MEDICAL COLLEGE,deanmcrewa@rediffmail.com, Madhya Pradesh, 486001",M.D. (MICROBIOLOGY),SC,SC,Allotted
2244,145739,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur,Maharaja Krushna Chandra Gajapati Medical College , Brahmapur, Odisha, 760004",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,EWS,EWS,Allotted
2245,145770,Self-Financed Merit Seat,"BHAARATH MEDICAL COLLEGE AND HOSPITAL,SELAIYUR,173, AGARAM MAIN ROAD,SELAIYUR,CHENNAI",M.S. (GENERAL SURGERY),Open,General,Allotted
2246,145811,Self-Financed Merit Seat,"Sri Siddhartha Institute of Medical Sciences & Research Centre (SSIMRC),T Begur, Nelamangala, Bangalore rural, Karnataka, 562123",M.D. (PSYCHIATRY),Open,General,Allotted
2247,146001,All India,"Karwar Institute of Medical Sciences, Karnataka,MG Road, Karnataka, 581301",M.D. (BIOCHEMISTRY),Open,General,Allotted
2248,146014,Self-Financed Merit Seat,"Shri Sathya Sai Medical College and Research Institute,Kancheepuram,SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",M.D. (ANAESTHESIOLOGY),Open,General,Allotted
2249,146061,Self-Financed Merit Seat,"AARUPADAI VEEDU MEDICAL COLLEGE AND HOSPITAL,PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, BAHOUR COMMUNE PANCHAYAT, PUDUCHERRY, Puducherry, 607402",M.S. (E.N.T.),Open,General,Allotted
2250,146233,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED,DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, VISHNUPURI, NANDED, Maharashtra, 431606",M.D. (BIOCHEMISTRY),OBC,OBC,Allotted
2251,146579,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (PHYSIOLOGY),Open,General,Allotted
2252,146642,DNB Quota,"JBMM District Hospital , ,JBMM DISTRICT HOSPITAL RAM BAGH PHATAK NANDAN CINEMA CHOWK AMRITSAR AMRITSAR AMRITSAR IN 143001, Punjab, 143001",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,ST,ST,Allotted
2253,146838,Self-Financed Merit Seat,"Shri Sathya Sai Medical College and Research Institute,Kancheepuram,SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Chennai, Tamil Nadu, 603108",M.D. (ANAESTHESIOLOGY),Open,General,Allotted
2254,146930,Self-Financed Merit Seat,"Jawaharlal Nehru Medical College, Belagavi,Jawaharlal Nehru Medical College, Belagavi, Karnataka, 590010",M.D. (PATHOLOGY),Open,General,Allotted
2255,147014,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla, Himachal Pradesh, 171001",M.D. (PHYSIOLOGY),Open,General,Allotted
2256,147023,Self-Financed Merit Seat,"SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR,SRI SIDDHARTHA MEDICAL COLLEGE, TUMKUR, Karnataka, 572107",M.D. (PAEDIATRICS),Open,OBC,Allotted
2257,147103,All India,"Soban Singh Jeena Government Institute of Medical Sciences & Research, Almora,,Pandeykhola,Near Vikas Bhawan, Almora , Pin - 263601",M.D. (MICROBIOLOGY),OBC,OBC,Allotted
2258,147133,Self-Financed Merit Seat,"A.C.S. Medical College and Hospital,A.C.S. Medical College and Hospital, Tamil Nadu, 600077",M.S. (E.N.T.),Open,General,Allotted
2259,147486,DNB Quota,"Government Medical College and Associated Hospital,,JANGLAT MANDI ANANTNAG, JAMMU AND KASHMIR 192101, Jammu And Kashmir, 192101",(NBEMS) COMMUNITY MEDICINE,OBC,OBC,Allotted
2260,147510,Self-Financed Merit Seat,"VELS Medical College & Hospital, Unit of Vels Institute of Science, Technology & Advanced Studies (VISTAS),No. 12/123, Velan Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur, Tamil Nadu",M.D. (ANAESTHESIOLOGY),Open,SC,Allotted
2261,147728,All India,"SHYAM SHAH MEDICAL COLLEGE,deanmcrewa@rediffmail.com, Madhya Pradesh, 486001",MD/MS (Anatomy),Open,General,Allotted
2262,147887,All India,"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",MD/MS (Anatomy),Open,General,Allotted
2263,147917,All India,"Government Medical College Kannauj , Uttar Pradesh,Kannaujmedicalcollege@gmail.com, Uttar Pradesh, 209732",MD/MS (Anatomy),Open,General,Allotted
2264,148275,All India,"Autonomous State Medical College, Shahjahanpur,Dharnipur, Jignera, Jalalabad road, Shahjahanpur, Uttar Pradesh, 242001",MD/MS (Anatomy),Open,General,Allotted
2265,148508,All India,"Autonomous State Medical College Society, Etah, Uttar Pradesh.,112 Nagla Padihar, Sirao Mahrara Link road Sakeet, Etah Uttar Pradesh 207001 Etah, Uttar Pradesh,",MD/MS (Anatomy),Open,OBC,Allotted
