sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
16,23,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (GENERAL MEDICINE),Open,General,Allotted
17,24,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
18,25,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
19,26,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
20,27,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
21,28,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
22,29,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,General,Allotted
23,30,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,OBC,Allotted
24,32,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (GENERAL MEDICINE),Open,General,Allotted
25,33,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,General,Allotted
26,34,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),Open,General,Allotted
27,35,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
28,36,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,EWS,Allotted
29,38,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
30,41,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
31,42,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
32,43,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (GENERAL MEDICINE),Open,General,Allotted
33,44,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),Open,General,Allotted
34,46,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
35,49,All India,"Gauhati Medical College, Guwahati,Gauhati Medical College, Guwahati, Assam, 781032",M.D. (GENERAL MEDICINE),Open,General,Allotted
36,50,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
37,52,All India,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.D. (GENERAL MEDICINE),Open,General,Allotted
38,53,All India,"Srirama Chandra Bhanja Medical College, CUTTACK,Srirama Chandra Bhanja Medical College, CUTTACK, Odisha, 753007",M.D. (GENERAL MEDICINE),Open,General,Allotted
39,54,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
40,55,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
41,56,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
42,57,IP University Quota,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
43,58,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
44,60,All India,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
45,61,IP University Quota,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
46,62,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,Allotted
47,64,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (RADIO- DIAGNOSIS),Open,SC,Allotted
48,65,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),Open,General,Allotted
49,66,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
50,67,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
51,68,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),OBC,OBC,Allotted
52,69,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,General,Allotted
53,71,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
54,72,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
55,73,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),Open,General,Allotted
56,74,All India,"Srirama Chandra Bhanja Medical College, CUTTACK,Srirama Chandra Bhanja Medical College, CUTTACK, Odisha, 753007",M.D. (GENERAL MEDICINE),Open,General,Allotted
57,75,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
58,76,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,Allotted
59,77,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
60,78,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",M.D. (GENERAL MEDICINE),Open,General,Allotted
61,79,All India,"G B Pant Institute of Post Graduate Medical Education and Research,G B Pant Institute of Post Graduate Medical Education and Research, Delhi (NCT), 110007",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
62,80,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
63,83,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
64,84,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
65,85,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,Allotted
66,86,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),SC,SC,Allotted
67,87,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,OBC,Allotted
68,89,All India,"Sanjay Gandhi Postgarduate Institute of Medical Sciences,Sanjay Gandhi Postgarduate Institute of Medical Sciences, Uttar Pradesh, 226014",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
69,90,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.S. (GENERAL SURGERY),Open,General,Allotted
70,91,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
71,92,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,Allotted
72,93,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (GENERAL MEDICINE),Open,General,Allotted
73,94,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (GENERAL MEDICINE),Open,General,Allotted
74,95,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.D. (GENERAL MEDICINE),Open,General,Allotted
75,96,All India,"MEDICAL COLLEGE, KOLKATA,MEDICAL COLLEGE, KOLKATA, West Bengal, 700073",M.D. (GENERAL MEDICINE),Open,General,Allotted
76,97,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
77,98,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
78,99,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (GENERAL MEDICINE),Open,General,Allotted
79,100,All India,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (GENERAL MEDICINE),Open,General,Allotted
80,102,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),OBC,OBC,Allotted
81,103,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),Open,General,Allotted
82,104,DNB Quota,"Sir Ganga Ram Hospital, ,Rajinder Nagar, New Delhi, Delhi (NCT), 110060",(NBEMS) RADIO- DIAGNOSIS,Open,General,Allotted
83,105,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
84,106,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
85,107,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (GENERAL SURGERY),Open,EWS,Allotted
86,109,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
87,110,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (GENERAL MEDICINE),Open,General,Allotted
88,111,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
89,112,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
90,113,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
91,114,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
92,115,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
93,116,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),OBC,OBC,Allotted
94,117,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (GENERAL MEDICINE),Open,General,Allotted
95,118,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
96,119,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
97,120,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),Open,General,Allotted
98,121,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,General,Allotted
99,122,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,General,Allotted
100,123,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (GENERAL SURGERY),Open,General,Allotted
101,124,All India,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (GENERAL MEDICINE),Open,General,Allotted
102,126,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",M.D. (GENERAL MEDICINE),Open,General,Allotted
103,127,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
104,128,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",M.D. (RADIO- DIAGNOSIS),Open,OBC,Allotted
105,129,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K ,SKIMS, SOURA, SRINAGAR-190011, Jammu And Kashmir, 190011",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
106,130,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
107,131,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K ,SKIMS, SOURA, SRINAGAR-190011, Jammu And Kashmir, 190011",M.D. (GENERAL MEDICINE),Open,General,Allotted
108,132,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
109,133,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),Open,General,Allotted
110,134,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (ORTHOPAEDICS),Open,General,Allotted
111,135,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (GENERAL MEDICINE),Open,General,Allotted
112,136,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),Open,General,Allotted
113,137,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
114,138,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
115,140,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",Open,General,Allotted
116,141,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",M.D. (RADIO- DIAGNOSIS),Open,SC,Allotted
117,142,All India,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
118,143,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (GENERAL MEDICINE),Open,General,Allotted
119,144,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (PAEDIATRICS),Open,General,Allotted
120,145,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
121,146,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (GENERAL SURGERY),Open,General,Allotted
122,148,All India,"G B Pant Institute of Post Graduate Medical Education and Research,G B Pant Institute of Post Graduate Medical Education and Research, Delhi (NCT), 110007",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
123,149,All India,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.S. (GENERAL SURGERY),Open,General,Allotted
124,150,IP University Quota,"PGIMER, DR. RML Hospital,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, Delhi (NCT), 110001",M.D. (GENERAL MEDICINE),Open,General,Allotted
125,151,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (RADIO- DIAGNOSIS),OBC,OBC,Allotted
126,152,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
127,153,All India,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
128,154,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
129,155,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
130,157,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,General,Allotted
131,158,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (GENERAL MEDICINE),Open,EWS,Allotted
132,159,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
133,160,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,General,Allotted
134,161,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (RADIO- DIAGNOSIS),EWS,EWS,Allotted
135,162,Delhi University Quota,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (GENERAL MEDICINE),Open,General,Allotted
136,163,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,General,Allotted
137,164,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
138,165,All India,"IPGME&R and SSKM Hospital Kolkata,244, Acharya J. C. Bose Road, Kolkata-700020, West Bengal, 700020",M.D. (GENERAL MEDICINE),Open,General,Allotted
139,166,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",M.D. (RADIO- DIAGNOSIS),OBC,OBC,Allotted
140,167,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.S. (GENERAL SURGERY),Open,General,Allotted
141,168,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (RADIO- DIAGNOSIS),Open,General,Allotted
