sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
17,1605,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT,Pandit Dindayal Upadhyay Medical College, RAJKOT, Gujarat, 360001",M.D. (RADIO-DIAGNOSIS),Open,SC,Allotted
18,1662,All India,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",M.D. (GENERAL MEDICINE),Open,GN,Allotted
19,1763,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
20,1768,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
21,1813,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (PAEDIATRICS),Open,GN,Allotted
22,1839,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (RADIO-DIAGNOSIS),Open,EWS,Allotted
23,1929,All India,"GOVT MEDICAL COLLEGE,THRISSUR,GOVT MEDICAL COLLEGE,THRISSUR, Kerala, 680596",M.D. (GENERAL MEDICINE),Open,GN,Allotted
24,1931,All India,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
25,1935,All India,"CALCUTTA NATIONAL MEDICAL COLLEGE,CALCUTTA NATIONAL MEDICAL COLLEGE, West Bengal, 700014",M.D. (GENERAL MEDICINE),Open,GN,Allotted
26,2011,All India,"GUNTUR MEDICAL COLLEGE,GUNTUR MEDICAL COLLEGE, Andhra Pradesh, 522004",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
27,2023,All India,"Lala Lajpat Rai Memorial Medical College, MEERUT,Lala Lajpat Rai Memorial Medical College, MEERUT, Uttar Pradesh, 250004",M.D. (GENERAL MEDICINE),Open,GN,Allotted
28,2064,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (GENERAL MEDICINE),Open,GN,Allotted
29,2291,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
30,2313,All India,"GOVT MEDICAL COLLEGE,THRISSUR,GOVT MEDICAL COLLEGE,THRISSUR, Kerala, 680596","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
31,2353,All India,"Government Medical College, Aurangabad,Government Medical College, Aurangabad, Maharashtra, 431001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
32,2433,DNB Quota,"Artemis Health Institute, ,Sector 51, Gurugram, Haryana -122001, Haryana, 122001",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
33,2453,All India,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
34,2537,All India,"ESIC Medical College, Hyderbad,Sanathnagar, Hyderabad, Telangana, 500038",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
35,2541,All India,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
36,2564,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (GENERAL MEDICINE),Open,GN,Allotted
37,2596,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College, West Bengal, 722102",M.D. (GENERAL MEDICINE),Open,GN,Allotted
38,2613,All India,"GOVT MEDICAL COLLEGE,THRISSUR,GOVT MEDICAL COLLEGE,THRISSUR, Kerala, 680596",M.D. (GENERAL MEDICINE),Open,GN,Allotted
39,2616,DNB Quota,"Lilavati Hospital and Research Centre, ,Lilavati Hospital And Research Centre A-791, Bandra Reclamation, Bandra - West, Mumbai, Maharashtra, 400050",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
40,2683,All India,"North Bengal Medical College,North Bengal Medical College, West Bengal, 734012",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
41,2699,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
42,2705,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
43,2713,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE, Telangana, 500003","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",OBC,OBC,Allotted
44,2742,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,GN,Allotted
45,2770,All India,"Burdwan Medical College, West Bengal,Burdwan Medical College, West Bengal, West Bengal, 713104",M.D. (GENERAL MEDICINE),Open,GN,Allotted
46,2789,All India,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
47,2791,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak, Haryana, 124001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
48,2804,All India,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
49,2847,All India,"GOVT MEDICAL COLLEGE KOTTAYAM,GOVT MEDICAL COLLEGE KOTTAYAM, Kerala, 686008","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
50,2882,Delhi Universities,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
51,2888,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE, Gujarat, 361008",M.D. (GENERAL MEDICINE),Open,EWS,Allotted
52,2891,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (RADIO-DIAGNOSIS),EWS,EWS,Allotted
53,2913,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
54,2953,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
55,2992,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
56,3000,All India,"Midnapore Medical College and Hospital,Midnapore Medical College and Hospital, West Bengal, 721101",M.D. (GENERAL MEDICINE),Open,GN,Allotted
57,3030,All India,"GOVERNMENT MEDICAL COLLEGE - KANNUR,GOVERNMENT MEDICAL COLLEGE - KANNUR, Kerala, 670503","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
58,3040,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
59,3095,All India,"Siddhartha Medical College, Vijayawada,Siddhartha Medical College, Vijayawada, Andhra Pradesh, 520008",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
60,3118,All India,"Sardar Patel Medical College, Bikaner,Sardar Patel Medical College, Bikaner, Rajasthan, 334003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
61,3135,All India,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
62,3149,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
63,3154,Delhi Universities,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.S. (OPHTHALMOLOGY),Open,GN,Allotted
64,3179,All India,"ESIC Medical College & Hospital, Faridabad,NH3 NIT FARIDABAD, Haryana, 121001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
65,3201,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha,Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, Maharashtra, 442102",M.D. (GENERAL MEDICINE),Open,GN,Allotted
66,3231,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (RADIO-DIAGNOSIS),OBC,OBC,Allotted
67,3360,All India,"Midnapore Medical College and Hospital,Midnapore Medical College and Hospital, West Bengal, 721101",M.D. (GENERAL MEDICINE),Open,GN,Allotted
68,3388,All India,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517507",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
69,3391,All India,"Government T D Medical College, Vandanm , Alappuzha,Government T D Medical College, Vandanm , Alappuzha, Kerala, 688005",M.D. (PAEDIATRICS),Open,GN,Allotted
70,3407,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
71,3446,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
72,3447,All India,"TATA MEMORIAL CENTRE, MUMBAI,TATA MEMORIAL CENTRE, MUMBAI, Maharashtra, 400012",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,Open,OBC,Allotted
73,3460,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
74,3491,All India,"Ravindra Nath Tagore Medical College, Udaipur,Ravindra Nath Tagore Medical College, Udaipur, Rajasthan, 313001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
75,3554,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (RADIO-DIAGNOSIS),OBC,OBC,Allotted
76,3601,DNB Quota,"Apollo Hospital International, ,Plot 1A, GIDC Estate, Bhat Gandhinagar, Gujarat, 382428",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
77,3616,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak, Haryana, 124001",M.S. (GENERAL SURGERY),Open,GN,Allotted
78,3618,All India,"Government Medical College, Aurangabad,Government Medical College, Aurangabad, Maharashtra, 431001",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
79,3695,Delhi Universities,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.S. (GENERAL SURGERY),Open,GN,Allotted
80,3700,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE, Tamil Nadu, 600001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
81,3707,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha,Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, Maharashtra, 442102","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
82,3725,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.D. (PAEDIATRICS),Open,GN,Allotted
83,3781,All India,"Government Kilpauk Medical College,Government Kilpauk Medical College, Tamil Nadu, 600010",M.D. (GENERAL MEDICINE),Open,GN,Allotted
84,3793,All India,"Sardar Patel Medical College, Bikaner,Sardar Patel Medical College, Bikaner, Rajasthan, 334003",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
85,3802,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.S. (ORTHOPAEDICS),Open,GN,Allotted
86,3817,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
87,3839,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
88,3854,All India,"NIL RATAN SIRCAR MEDICAL COLLEGE,NIL RATAN SIRCAR MEDICAL COLLEGE, 138 AJC BOSE ROAD, KOLKATA-700014., West Bengal, 700014",M.D. (PAEDIATRICS),Open,GN,Allotted
89,3900,All India,"Jorhat Medical College & Hospital,Jorhat Medical College & Hospital, Assam, 785001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
90,3910,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM,GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM, Kerala, 695011",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
91,3912,All India,"EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR,EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR, Karnataka, 560010",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
92,3926,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT,Pandit Dindayal Upadhyay Medical College, RAJKOT, Gujarat, 360001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
93,3953,Banaras Hindu University,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.D. (GENERAL MEDICINE),Open,GN,Allotted
94,3966,DNB Quota,"Shri Balaji Action Medical Institute,,FC34 A4 PASCHIM VIHAR NEW DELHI, Delhi (NCT), 110063",(NBEMS) RADIO-DIAGNOSIS,Open,OBC,Allotted
95,3976,All India,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA,VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA, Odisha, 768017",M.D. (GENERAL MEDICINE),Open,GN,Allotted
96,3977,All India,"Government medical college patiala.,Government medical college patiala., Punjab, 147001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
97,4020,Delhi Universities,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (PAEDIATRICS),Open,GN,Allotted
98,4041,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),Open,EWS,Allotted
99,4162,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
100,4177,All India,"Government Medical College, Aurangabad,Government Medical College, Aurangabad, Maharashtra, 431001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
101,4183,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
102,4194,All India,"Tirunelveli Medical College,Tirunelveli Medical College, Tamil Nadu, 627011",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
103,4222,DNB Quota,"KIMS Hospital,,#1-112/86,Survey No 5/EE, District-RangaReddyBeside Andhra BankSerilingampally Mandle Kondapur Hyd, Telangana, 500084",(NBEMS) RADIO-DIAGNOSIS,Open,OBC,Allotted
104,4228,DNB Quota,"Dr. B. Nanavati Hospital, Vivekanand Rd,Swami Vivekananda Rd, near LIC, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 4000, Maharashtra, 400056",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
105,4239,All India,"VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI, Karnataka, 583104",M.D. (GENERAL MEDICINE),Open,GN,Allotted
106,4261,All India,"GOA MEDICAL COLLEGE,GOA MEDICAL COLLEGE, Goa, 403202",M.D. (GENERAL MEDICINE),Open,GN,Allotted
107,4282,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. (PAEDIATRICS),Open,GN,Allotted
108,4329,Delhi Universities,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.S. (ORTHOPAEDICS),Open,GN,Allotted
109,4337,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (PAEDIATRICS),Open,EWS,Allotted
110,4433,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, Bihar, 846003",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
111,4470,All India,"Government Kilpauk Medical College,Government Kilpauk Medical College, Tamil Nadu, 600010",M.D. (PAEDIATRICS),Open,OBC,Allotted
112,4525,All India,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
113,4547,All India,"JHALAWAR MEDICAL COLLEGE,JHALAWAR MEDICAL COLLEGE, JHALAWAR, Rajasthan, 326001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
114,4575,DNB Quota,"Lilavati Hospital and Research Centre, ,Lilavati Hospital And Research Centre A-791, Bandra Reclamation, Bandra - West, Mumbai, Maharashtra, 400050",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
115,4602,All India,"Rajendra Institute of Medical Sciences, Ranchi,Rajendra Institute of Medical Sciences, Ranchi, Jharkhand, 834009",M.D. (GENERAL MEDICINE),Open,GN,Allotted
116,4645,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (PAEDIATRICS),Open,GN,Allotted
117,4680,All India,"GOA MEDICAL COLLEGE,GOA MEDICAL COLLEGE, Goa, 403202",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
118,4683,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
119,4702,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPUR, NEW DELHI,ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPUR, NEW DELHI, Delhi (NCT), 110015",M.D. (PAEDIATRICS),Open,GN,Allotted
120,4703,DNB Quota,"Hindu Rao Hospital, ,SUBZI MANDI, MALKA GANJ, DELHI-110007, Delhi (NCT), 110007",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
121,4719,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, Tamil Nadu, 641014",M.D. (GENERAL MEDICINE),Open,GN,Allotted
122,4735,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
123,4738,All India,"NALANDA MEDICAL COLLEGE,PATNA,NALANDA MEDICAL COLLEGE,PATNA, Bihar, 800026",M.D. (GENERAL MEDICINE),Open,GN,Allotted
124,4747,All India,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR ,NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, NAGPUR ROAD JABALPUR, Madhya Pradesh, 482003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
125,4751,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
126,4784,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata, West Bengal, 700020",M.D. (GENERAL MEDICINE),SC,SC,Allotted
127,4785,All India,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517507",M.D. (PAEDIATRICS),Open,GN,Allotted
128,4817,All India,"Baba Raghav Das Medical College,Baba Raghav Das Medical College, Uttar Pradesh, 273013","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
129,4860,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY, Uttar Pradesh, 221005",M.S. (ORTHOPAEDICS),Open,GN,Allotted
130,4868,All India,"Siddhartha Medical College, Vijayawada,Siddhartha Medical College, Vijayawada, Andhra Pradesh, 520008",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
131,4869,All India,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,EWS,Allotted
132,4874,DNB Quota,"Max Super Specialty Hospital,,FC 50, Max Wali Rd, C and D Block, Shalimar Place Site, Shalimar Bagh, New Delhi, Delhi 110088, Delhi (NCT), 110088",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
133,4939,All India,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",M.D. (GENERAL MEDICINE),Open,GN,Allotted
134,4947,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",OBC,OBC,Allotted
135,4969,DNB Quota,"Northern Railway Central Hospital,, ,Basant Lane New Delhi, Delhi (NCT), 110055",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
136,4994,DNB Quota,"Jehangir Hospital, ,32 Sasoon Road Pune, Maharashtra, 411001",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
137,5006,DNB Quota,"Apollo Hospital International, ,Plot 1A, GIDC Estate, Bhat Gandhinagar, Gujarat, 382428",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
138,5008,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (RADIO-DIAGNOSIS),OBC,OBC,Allotted
139,5021,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.D. (PAEDIATRICS),OBC,OBC,Allotted
140,5041,All India,"Dr. B. C. Roy Post Graduate Institute of Paediatric Sciences,111 Narkeldanga Main Road Kolkata, West Bengal, 700054",M.D. (PAEDIATRICS),Open,GN,Allotted
141,5045,DNB Quota,"Care Hospital,,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
