sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
24,6595,DNB Quota,"Dharamshila Narayana Superspeciality Hospital, ,Dharamshila Marg, Vasundhara Enclave, Dharamshila Narayana Superspeciality Hospital, Delhi 110096, Delhi (NCT), 110096",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
25,6615,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,GN,Allotted
26,6628,All India,"Srirama Chandra Bhanja Medical College, CUTTACK,Srirama Chandra Bhanja Medical College, CUTTACK, Odisha, 753007",M.D. (PAEDIATRICS),Open,GN,Allotted
27,6685,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, Chhattisgarh, 495001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
28,6815,All India,"GUNTUR MEDICAL COLLEGE,GUNTUR MEDICAL COLLEGE, Andhra Pradesh, 522004","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,OBC,Allotted
29,6848,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.S. (GENERAL SURGERY),Open,GN,Allotted
30,6911,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.S. (ORTHOPAEDICS),Open,GN,Allotted
31,7057,All India,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
32,7084,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College, West Bengal, 722102",M.D. (RADIO-DIAGNOSIS),OBC,OBC,Allotted
33,7085,All India,"NALANDA MEDICAL COLLEGE,PATNA,NALANDA MEDICAL COLLEGE,PATNA, Bihar, 800026",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
34,7274,DNB Quota,"Max Super Specialty Hospital, (A unit of Balaji Medical and Diagnostic Research Centre) ,Max Super Specialty Hospital -108A IP Extension Patparganj New Delhi, Delhi (NCT), 110092",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
35,7346,All India,"Jawaharlal Institute of Medical Sciences, Manipur,Jawaharlal Nehru Institute of Medical Sciences, Porompat, Imphal -East, Manipur-795005, Manipur, 795005",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
36,7396,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.S. (ORTHOPAEDICS),Open,GN,Allotted
37,7538,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, BHAGALPUR,JAWAHARLAL NEHRU MEDICAL COLLEGE, BHAGALPUR, Bihar, 812001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
38,7656,DNB Quota,"Kiran Multi Super Speciality Hospital and Research Center, ,Kiran Multi Super Speciality Hospital Centre, Near Sumul Dairy, Vastadevdi Road, Surat, Gujarat, 395004",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
39,7893,All India,"VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI, Karnataka, 583104","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,OBC,Allotted
40,8138,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
41,8141,All India,"Gandhi Medical College, Bhopal,Gandhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (PAEDIATRICS),Open,GN,Allotted
42,8167,All India,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001",M.D. (PAEDIATRICS),Open,GN,Allotted
43,8170,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.S. (GENERAL SURGERY),Open,GN,Allotted
44,8282,All India,"Sanjay Gandhi Postgarduate Institute of Medical Sciences,Sanjay Gandhi Postgarduate Institute of Medical Sciences, Uttar Pradesh, 226014",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Open,GN,Allotted
45,8523,DNB Quota,"Durgapur Steel Plant Hospital, ,J M Sengupta Road, B Zone, Durgapur, Dist- Paschim Bardhaman, West Bengal, 713205",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
46,8589,All India,"PGIMER, DR. RML Hospital,PGIMER, DR. RML Hospital, Delhi (NCT), 110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,Allotted
47,8752,All India,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",M.D. (PAEDIATRICS),Open,GN,Allotted
48,8807,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.S. (ORTHOPAEDICS),Open,GN,Allotted
49,8884,All India,"Koppal Institute of Medical Sciences Koppal, Karnataka,Gangavati Road Kiddidal Gate koppal, Karnataka, 583231",M.D. (PAEDIATRICS),Open,GN,Allotted
50,8979,All India,"Kasturba Hospital, Daryaganj,Delhi,Daryaganj,Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
51,9002,All India,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,GN,Allotted
52,9036,All India,"Murshidabad Medical College and Hospital,Station Road, Berhampore, Murshidabad, West Bengal, 742101",M.S. (GENERAL SURGERY),Open,GN,Allotted
53,9117,All India,"GOVT. MEDICAL COLLEGE, AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD, AMRITSAR, Punjab, 143001",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
54,9168,All India,"GOVERNMENT VELLORE MEDICAL COLLEGE,GOVERNMENT VELLORE MEDICAL COLLEGE, Tamil Nadu, 632011",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
55,9290,All India,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517507",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
56,9292,All India,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College, Punjab, 151203",M.D. (GENERAL MEDICINE),EWS,EWS,Allotted
57,9358,DNB Quota,"Breach Candy Hospital, ,60-A, Bhulabhai Desai Road, Mumbai- 400 026., Maharashtra, 400026",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
58,9378,DNB Quota,"Kalpana Chawla Govt Medical College, ,Model Town, Karnal, Haryana, 132001",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
59,9740,All India,"Govt. Bundelkhand Medical College Sagar M.P.,Govt. Bundelkhand Medical College Sagar M.P., Madhya Pradesh, 470001",M.D. (PAEDIATRICS),OBC,OBC,Allotted
60,9807,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
61,9817,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College, West Bengal, 722102",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
62,9827,All India,"Ravindra Nath Tagore Medical College, Udaipur,Ravindra Nath Tagore Medical College, Udaipur, Rajasthan, 313001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,OBC,Allotted
63,9829,DNB Quota,"Dr. B L Kapur Memorial Hospital,Pusa Road New Delhi, Delhi (NCT), 110005",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
64,9836,DNB Quota,"Jaipur Golden Hospital, ,2 INSTITUTIONAL AREA, SECTOR-3, ROHINI, Delhi (NCT), 110085",(NBEMS) GENERAL MEDICINE,Open,OBC,Allotted
65,9838,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.S. (GENERAL SURGERY),Open,GN,Allotted
66,9951,All India,"Srirama Chandra Bhanja Medical College, CUTTACK,Srirama Chandra Bhanja Medical College, CUTTACK, Odisha, 753007",M.D. (PAEDIATRICS),EWS,EWS,Allotted
67,10122,DNB Quota,"Moolchand Khairatiram Hospital and Ayurvedic Research Institute,,,Lajpat Nagar-III, New Delhi-110024, Delhi (NCT), 110024",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
68,10145,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
69,10474,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
70,10538,All India,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
71,10554,All India,"Burdwan Medical College, West Bengal,Burdwan Medical College, West Bengal, West Bengal, 713104",M.S. (GENERAL SURGERY),Open,GN,Allotted
72,10694,All India,"Baba Raghav Das Medical College,Baba Raghav Das Medical College, Uttar Pradesh, 273013",M.D. (PAEDIATRICS),OBC,OBC,Allotted
73,10702,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,Allotted
74,10797,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PSYCHIATRY),Open,GN,Allotted
75,10861,All India,"MEDICAL COLLEGE, KOLKATA,MEDICAL COLLEGE, KOLKATA, West Bengal, 700073","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",EWS,EWS,Allotted
76,10942,DNB Quota,"Max Super Specialty Hospital, (A unit of Balaji Medical and Diagnostic Research Centre) ,Max Super Specialty Hospital -108A IP Extension Patparganj New Delhi, Delhi (NCT), 110092",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
77,10943,All India,"Government Medical College, Latur,Government Medical College, Old Railway station Near Marwadi Rajasthani High-School Latur, Maharashtra, 413512","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",EWS,EWS,Allotted
78,10949,DNB Quota,"Ayushman Hospital and Health Services, Dwarka, Delhi,Ayushman Hospital and Health Services, Sector-10 Dwarka, New Delhi-110075, Delhi (NCT), 110075",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
79,11007,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE NO.1, OLD JAIL ROAD, CHENNAI-600001, Tamil Nadu, 600001",M.S. (GENERAL SURGERY),Open,GN,Allotted
80,11136,All India,"GOVERNMENT VELLORE MEDICAL COLLEGE,GOVERNMENT VELLORE MEDICAL COLLEGE, Tamil Nadu, 632011",M.S. (GENERAL SURGERY),Open,GN,Allotted
81,11155,DNB Quota,"St. Stephen`s Hospital, ,Tis Hazari, Delhi (NCT), 110054",(NBEMS) PAEDIATRICS,Open,GN,Allotted
82,11227,All India,"Koppal Institute of Medical Sciences Koppal, Karnataka,Gangavati Road Kiddidal Gate koppal, Karnataka, 583231",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
83,11347,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),Open,OBC,Allotted
84,11387,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,GN,Allotted
85,11460,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata, West Bengal, 700020",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
86,11494,All India,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",M.S. (GENERAL SURGERY),Open,GN,Allotted
87,11507,All India,"Moti Lal Nehru Medical College,Moti Lal Nehru Medical College, Uttar Pradesh, 211001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,GN,Allotted
88,11615,DNB Quota,"ESIC Hospital, Sri Maa Anandmayee Marg,,ESIC Hospital, Sri Maa Anandmayee Marg, Okhla Phase I, New Delhi, Delhi (NCT), 110020",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
89,11646,All India,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA),GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA), Andhra Pradesh, 516002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,Allotted
90,11663,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (PAEDIATRICS),EWS,EWS,Allotted
91,11670,All India,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. Sports Medicine,Open,GN,Allotted
92,11671,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.S. (ORTHOPAEDICS),OBC,OBC,Allotted
93,11918,All India,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra,In front of district court civil chowk Dr.V.M.Govt.Medical College,Solapur, Maharasthtra, Maharashtra, 413003",M.S. (GENERAL SURGERY),Open,GN,Allotted
94,11934,All India,"Mahatma Gandhi Memorial Medical College, Jamshedpur,Mahatma Gandhi Memorial Medical College, Jamshedpur, Jharkhand, 831020",M.S. (ORTHOPAEDICS),Open,GN,Allotted
95,11979,DNB Quota,"Yashoda Super Speciality Hospital, Uttar Pradesh,H-1, 24,26,27, KAUSHAMBI, NEAR DABUR CHOWK, GHAZIABAD, Uttar Pradesh, 201010",(NBEMS) GENERAL MEDICINE,Open,OBC,Allotted
96,11995,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
97,11997,All India,"Government Erode Medical College- Formerly IRT-Perundurai Medical College,GOVERNMENT ERODE MEDICAL COLLEGE AND HOSPITAL PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
98,12054,All India,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR ,NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, NAGPUR ROAD JABALPUR, Madhya Pradesh, 482003",M.S. (ORTHOPAEDICS),Open,GN,Allotted
99,12119,All India,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),Open,GN,Allotted
100,12182,All India,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra,In front of district court civil chowk Dr.V.M.Govt.Medical College,Solapur, Maharasthtra, Maharashtra, 413003",M.S. (GENERAL SURGERY),Open,GN,Allotted
101,12203,DNB Quota,"Shri Lal Bahadur Shastri Government Medical College and Hospital , ,VPO- Bhangrotu, MC- Ner Chowk, District- Mandi, Himachal Pradesh, 175021",(NBEMS) GENERAL MEDICINE,OBC,OBC,Allotted
102,12204,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, Bihar, 846003",M.S. (ORTHOPAEDICS),OBC,OBC,Allotted
103,12277,DNB Quota,"Rainbow Hospital For Women and Children, Telangana,Saraswathi Nagar Colony, Mansoorabad Village, LB Nagar, Telangana, 500070",(NBEMS) PAEDIATRICS,Open,GN,Allotted
104,12326,All India,"GOVT. MEDICAL COLLEGE, AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD, AMRITSAR, Punjab, 143001",M.S. (GENERAL SURGERY),Open,GN,Allotted
105,12380,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER,NEAR PATEL STADIUM, AJMER, Rajasthan, 305001",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Open,GN,Allotted
106,12416,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE, Telangana, 500003",M.S. (ORTHOPAEDICS),OBC,OBC,Allotted
107,12460,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,EWS,Allotted
108,12491,All India,"Government Medical College, Siddipet,SURVEY NO 54 GOVERNMENT MEDICAL COLLEGE ENSANPALLY SIDDIPET 502114, Telangana, 502114",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,OBC,Allotted
109,12494,All India,"Jawaharlal Institute of Medical Sciences, Manipur,Jawaharlal Nehru Institute of Medical Sciences, Porompat, Imphal -East, Manipur-795005, Manipur, 795005",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),OBC,OBC,Allotted
110,12543,All India,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517507",M.S. (GENERAL SURGERY),Open,OBC,Allotted
111,12564,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE, Gujarat, 361008",M.S. (GENERAL SURGERY),Open,GN,Allotted
112,12641,DNB Quota,"ESIC Dental College and Hospital,,Sector-17, Rohini, Delhi (NCT), 110089",(NBEMS) PAEDIATRICS,Open,EWS,Allotted
113,12671,All India,"Lala Lajpat Rai Memorial Medical College, MEERUT,Lala Lajpat Rai Memorial Medical College, MEERUT, Uttar Pradesh, 250004",DIP. IN DERM. VENEREOLOGY and LEPROSY/DERMATOLOGY /VENEREOLOGY and DERMATOLOGY/LEPROSY/VENEREAL DISEASE and LEPROSY,Open,GN,Allotted
114,12698,DNB Quota,"SETH V. C. GANDHI and M. A. VORA MUNICIPAL GENERAL HOSPITAL (RAJAWADI HOSPITAL), Maharashtra,hospital.rajawadi@gmail.com, Maharashtra, 400077",(NBEMS) GENERAL MEDICINE,OBC,OBC,Allotted
115,12699,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
116,12709,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur,Maharaja Krushna Chandra Gajapati Medical College , Brahmapur, Odisha, 760004",M.S. (GENERAL SURGERY),Open,GN,Allotted
117,12718,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha,Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, Maharashtra, 442102",M.S. (ORTHOPAEDICS),EWS,EWS,Allotted
118,12729,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
119,12749,All India,"Mahatma Gandhi Memorial Medical College, Indore,Mahatma Gandhi Memorial Medical College, Indore, Madhya Pradesh, 452001",M.S. (ORTHOPAEDICS),EWS,EWS,Allotted
120,12760,DNB Quota,"Lilavati Hospital and Research Centre, ,Lilavati Hospital And Research Centre A-791, Bandra Reclamation, Bandra - West, Mumbai, Maharashtra, 400050",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,Open,GN,Allotted
121,12777,DNB Quota,"Sahyadri Narayana Multispecialty Hospital, Harakere,,NT ROAD, HARAKERE , SHIMOGA, Karnataka, 577202",(NBEMS) GENERAL MEDICINE,Open,OBC,Allotted
122,12854,DNB Quota,"Dr. Radhakrishnan Govt. Medical College , ,Dr. Radhakrishnan Govt. Medical College Hamirpur HP, Himachal Pradesh, 177001",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
123,12886,All India,"Government Medical College, Latur,Government Medical College, Old Railway station Near Marwadi Rajasthani High-School Latur, Maharashtra, 413512",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
124,12956,All India,"Jawaharlal Institute of Medical Sciences, Manipur,Jawaharlal Nehru Institute of Medical Sciences, Porompat, Imphal -East, Manipur-795005, Manipur, 795005",M.S. (GENERAL SURGERY),Open,GN,Allotted
125,12973,DNB Quota,"District Hospital, ,District Hospital Next to Sainik School second gate Athani Road, Vijayapura Karnataka 586103, Karnataka, 586103",(NBEMS) GENERAL MEDICINE,OBC,OBC,Allotted
126,12996,All India,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.S. (OPHTHALMOLOGY),Open,GN,Allotted
127,13091,DNB Quota,"Autonomous State Medical College and Allied Pandit Ram Prasad Bismil Memorial Hospital, ,ASMC, JIGNERA, kanth road, shahjahanpur, Uttar Pradesh, 242001",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
128,13092,DNB Quota,"Yashoda Super Speciality Hospital, ,Nalgonda X Roads, Malakpet, Hyderabad, Telangana, 500036",(NBEMS) PAEDIATRICS,Open,OBC,Allotted
129,13115,DNB Quota,"Central Hospital, ,SOUTH EAST CENTRAL RAILWAY, OPPOSITE GOLF GROUND, BILASPUR, Chhattisgarh, 495004",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
130,13160,DNB Quota,"KMC Hospital and Research Centre, ,KMC Hospital and Research Centre 187, Baghpat Road, Meerut, Uttar Pradesh, 250002",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
131,13168,DNB Quota,"St. Stephen`s Hospital, ,Tis Hazari, Delhi (NCT), 110054",(NBEMS) Obstetrics and Gynaecology,Open,GN,Allotted
132,13217,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K ,SKIMS, SOURA, SRINAGAR-190011, Jammu And Kashmir, 190011",M.S. (ORTHOPAEDICS),Open,GN,Allotted
133,13249,DNB Quota,"Kannur Medical College Hospital, ,Anjarakandy Integrated Campus Anjarakandy PO Kannur, Kerala, 670612",(NBEMS) PAEDIATRICS,Open,GN,Allotted
