sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
1,8,Delhi University Quota,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",M.S. (GENERAL SURGERY),Open,GN,Allotted
2,57,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
3,187,All India,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",M.D. (ANAESTHESIOLOGY),Open,GN,Allotted
4,367,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak, Haryana, 124001",M.D. (RADIO-DIAGNOSIS),Open,EWS,Allotted
5,527,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
6,677,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
7,701,All India,"KURNOOL MEDICAL COLLEGE,KURNOOL MEDICAL COLLEGE, Andhra Pradesh, 518002",M.D. (GENERAL MEDICINE),Open,GN,Allotted
8,764,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (RADIO-DIAGNOSIS),Open,OBC,Allotted
9,918,All India,"TATA MEMORIAL CENTRE, MUMBAI,TATA MEMORIAL CENTRE, MUMBAI, Maharashtra, 400012",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
10,949,All India,"INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR, Maharashtra, 440018",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
11,957,Delhi University Quota,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO-DIAGNOSIS),EWS,EWS,Allotted
12,987,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
13,1021,All India,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JAIPUR, Rajasthan, 302004",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
14,1252,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
15,1256,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (GENERAL MEDICINE),Open,GN,Allotted
16,1260,All India,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.,Sri Venkateswara Institute of Medical Sciences, SVIMS, Alipiri Road, Tirupati, Andhra Pradesh, 517507",M.D. (RADIO-DIAGNOSIS),Open,EWS,Allotted
17,1274,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (GENERAL MEDICINE),Open,GN,Allotted
18,1280,All India,"GOVT MEDICAL COLLEGE KOTTAYAM,GOVT MEDICAL COLLEGE, GANDHINAGAR P O, KOTTAYAM KERALA 686008, Kerala, 686008",M.D. (GENERAL MEDICINE),Open,GN,Allotted
19,1360,All India,"Government T D Medical College, Vandanm , Alappuzha,Government T D Medical College, Vandanm , Alappuzha, Kerala, 688005",M.D. (GENERAL MEDICINE),Open,GN,Allotted
20,1376,All India,"Government T D Medical College, Vandanm , Alappuzha,Government T D Medical College, Vandanm , Alappuzha, Kerala, 688005",M.D. (GENERAL MEDICINE),Open,GN,Allotted
21,1414,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),Open,GN,Allotted
22,1432,All India,"GOVERNMENT MEDICAL COLLEGE - KANNUR,GOVERNMENT MEDICAL COLLEGE - KANNUR, Kerala, 670503",M.D. (GENERAL MEDICINE),Open,GN,Allotted
23,1439,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE NO.1, OLD JAIL ROAD, CHENNAI-600001, Tamil Nadu, 600001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
24,1448,All India,"Government T D Medical College, Vandanm , Alappuzha,Government T D Medical College, Vandanm , Alappuzha, Kerala, 688005",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
25,1481,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (RADIO-DIAGNOSIS),Open,OBC,Allotted
26,1489,All India,"Government Mohan Kumaramangalam Medical College, Salem,Government Mohan Kumaramangalam Medical College, Majeera Kollappatti, Steel Plant Road, Salem., Tamil Nadu, 636030",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
27,1492,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
28,1510,All India,"GUNTUR MEDICAL COLLEGE,GUNTUR MEDICAL COLLEGE, Andhra Pradesh, 522004",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
29,1514,DNB Quota,"Dr. B L Kapur Memorial Hospital,Pusa Road New Delhi, Delhi (NCT), 110005",(NBEMS) Obstetrics and Gynaecology,Open,GN,Allotted
30,1559,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, Tamil Nadu, 641014",M.D. (GENERAL MEDICINE),Open,GN,Allotted
31,1613,All India,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOLOGY)",Open,GN,Allotted
32,1614,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
33,1617,All India,"STANLEY MEDICAL COLLEGE,STANLEY MEDICAL COLLEGE NO.1, OLD JAIL ROAD, CHENNAI-600001, Tamil Nadu, 600001",M.D. (RADIO-DIAGNOSIS),Open,OBC,Allotted
34,1621,All India,"GOVERNMENT MEDICAL COLLEGE - KANNUR,GOVERNMENT MEDICAL COLLEGE - KANNUR, Kerala, 670503",M.D. (GENERAL MEDICINE),OBC,OBC,Allotted
35,1691,All India,"Gandhi Medical College, Bhopal,Gandhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
36,1725,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (GENERAL MEDICINE),Open,GN,Allotted
37,1744,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.D. (GENERAL MEDICINE),Open,GN,Allotted
38,1757,All India,"Government Medical College, Aurangabad,Government Medical College, Aurangabad, Maharashtra, 431001",M.D. (GENERAL MEDICINE),Open,GN,Allotted
39,1773,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
40,1783,Managemen t/Paid Seats Quota,"Sri Ramachandra Medical College and Research Institute,Sri Ramachandra Medical College and Research Institute, Tamil Nadu, 600116",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
41,1786,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),OBC,OBC,Allotted
42,1818,All India,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",M.D. (GENERAL MEDICINE),Open,GN,Allotted
43,1819,DNB Quota,"Medical Trust Hospital, ,M.G. Road Pallimukku Cochin, Kerala, 682016",(NBEMS) RADIO-DIAGNOSIS,Open,GN,Allotted
44,1839,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur,Maharaja Krushna Chandra Gajapati Medical College , Brahmapur, Odisha, 760004",M.D. (GENERAL MEDICINE),Open,EWS,Allotted
45,1866,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (RADIO-DIAGNOSIS),SC,SC,Allotted
46,1881,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE, Karnataka, 570001",M.D. (GENERAL MEDICINE),Open,OBC,Allotted
47,1885,All India,"NIL RATAN SIRCAR MEDICAL COLLEGE,NIL RATAN SIRCAR MEDICAL COLLEGE, 138 AJC BOSE ROAD, KOLKATA-700014., West Bengal, 700014",M.D. (GENERAL MEDICINE),Open,GN,Allotted
48,1920,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
49,1982,All India,"GOVT MEDICAL COLLEGE KOTTAYAM,GOVT MEDICAL COLLEGE, GANDHINAGAR P O, KOTTAYAM KERALA 686008, Kerala, 686008",M.D. (PAEDIATRICS),OBC,OBC,Allotted
50,2029,DNB Quota,"Krishna Institute of Medical Sciences, ,academics@kimshospitals.com, Telangana, 500003",(NBEMS) RADIO-DIAGNOSIS,Open,OBC,Allotted
51,2031,DNB Quota,"P.D. Hinduja National Hospital and Medical Research Centre, ,Veer Savarkar Marg, Mahim, Maharashtra, 400016",(NBEMS) GENERAL MEDICINE,Open,GN,Allotted
52,2040,All India,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",M.D. (RADIO-DIAGNOSIS),Open,GN,Allotted
