sno,rank,quota,institute,course,alloted_category,candidate_category,remarks
659,63759,DNB Quota,"Aralaguppe Mallegowda District Hospital,,AZAD PARK CHIKKAMAGALURU, Karnataka, 577101",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,SC,SC,Allotted
660,63944,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICAL COLLEGE, Maharashtra, 400008",M.D. (FORENSIC MEDICINE),OBC,OBC,Allotted
661,64136,All India,"HBT Medical College and Dr RN Cooper Municipal General Hospital Juhu,HBT Medical College and Dr R N Cooper Municipal General Hospital Mumbai, Maharashtra, 400056",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
662,64316,All India,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (PHARMACOLOGY),EWS,EWS,Allotted
663,64368,All India,"The National Institute of Health and Family Welfare,The National Institute of Health and Family Welfare, Delhi (NCT), 110067",DIPLOMA IN HEALTH ADMINISTRATION,OBC,OBC,Allotted
664,64425,All India,"North Eastern Indira Gandhi Regional Institute of Health & Medical Sciences, Shillong,Mawdiangdiang, Shillong, Meghalaya 793018",M.D. (BIOCHEMISTRY),Open,OBC,Allotted
665,64871,DNB Quota,"District Hospital, Dharwad,Killa Road, Dharwad, Karnataka-580008",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
666,64917,All India,"Tezpur Medical College,Tezpur Medical College, Assam, 784010",M.D. (PATHOLOGY),SC,SC,Allotted
667,64959,All India,"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGAR INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (COMMUNITY HEALTH and ADMN.),SC,SC,Allotted
668,65411,All India,"Government Medical College, Latur,Government Medical College, Old Railway station Near Marwadi Rajasthani High-School Latur, Maharashtra, 413512",M.S. (GENERAL SURGERY),ST,ST,Allotted
669,65884,DNB Quota,"Government Medical College, ,LATHAMS BUNGALOW ROAD, RAMANATHAPURAM., Tamil Nadu, 623501",(NBEMS-DIPLOMA) FAMILY MEDICINE,EWS,EWS,Allotted
670,66014,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",M.D. (FORENSIC MEDICINE),Open,GN,Allotted
671,66097,All India,"Dr.V.M.Govt.Medical College,Solapur, Maharasthtra,Infron of district court civil chowk Dr.V.M.Govt.Medical College,Solapur, Maharasthtra, Maharashtra, 413003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
672,66290,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College, West Bengal, 722102",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
673,66521,All India,"Government Medical College Kozhikode,Government Medical College Kozhikode, Kerala, 673008",M.D. (FORENSIC MEDICINE),SC,SC,Allotted
674,66699,DNB Quota,"Associated Hospital Government Medical College, ,Kanth Bagh Baramulla, Jammu And Kashmir, 193103",(NBEMS) COMMUNITY MEDICINE,OBC,OBC,Allotted
675,66804,All India,"Government Medical College Kota,Government Medical College Kota, Rajasthan, 324005",M.D. (PATHOLOGY),SC,SC,Allotted
676,66888,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",M.D. (BIOCHEMISTRY),Open,GN,Allotted
677,66950,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, Bihar, 846003",M.D. (MICROBIOLOGY),Open,OBC,Allotted
678,67044,DNB Quota,"Jagjivan Ram Railway Hospital,,Maratha Mandir Marg, Mumbai Central, Mumbai, Maharashtra, 400008",(NBEMS) PAEDIATRICS,ST,ST,Allotted
679,67495,All India,"Sardar Patel Medical College, Bikaner,Sardar Patel Medical College, Bikaner, Rajasthan, 334003",M.D. (PATHOLOGY),SC,SC,Allotted
680,67555,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR, Uttar Pradesh, 202002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
681,67861,DNB Quota,"Government Multi Specialty Hospital, ,Director Health and Family Welfare Govt. Multi Speciality Hospital Sector 16 Chandigarh, Chandigarh, 160016",(NBEMS) PATHOLOGY,SC,SC,Allotted
682,68017,Delhi Universities,"University College of Medical Sciences,University College of Medical Sciences, Delhi (NCT), 110095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,OBC,Allotted
683,68128,All India,"ESIC Medical College & Hospital, Faridabad,NH3 NIT FARIDABAD, Haryana, 121001",M.D. (BIOCHEMISTRY),OBC,OBC,Allotted
684,68175,All India,"Silchar Medical College, Silchar,Silchar Medical College, Silchar P.O. Silchar Medical College, Silchar",M.D. (PATHOLOGY),SC,SC,Allotted
685,68357,All India,"Agartala Government Medical College,Agartala Government Medical College, Tripura, 799006",MD/MS (Anatomy),Open,EWS,Allotted
686,68475,DNB Quota,"National Institute of Tuberculosis and Respiratory Diseases, (Formerly Known as L.R.S. Instt. of T.B. and Allied Scs),,National Institute of Tuberculosis and Respiratory Diseases (Formerly Known as L.R.S. Instt. of T.B., Delhi (NCT), 110030",(NBEMS) MICROBIOLOGY,Open,GN,Allotted
687,68601,DNB Quota,"Autonomous State Medical college Society and S.N.M District Hospital, ,DAULATTAPUR JALESAR ROAD NARKHI FIROZABAD, Uttar Pradesh, 283203",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
688,68794,DNB Quota,"VCSG Govt Institute of Medical Science and Research and HNB Base Teaching Hospital , ,Srikot Ganganali Srinagar Garhwal Uttarakhand, Uttarakhand, 246174",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
689,69645,All India,"R G KAR MEDICAL COLLEGE, West Bengal,R G KAR MEDICAL COLLEGE, West Bengal, West Bengal, 700004",M.D. (BIOCHEMISTRY),Open,GN,Allotted
690,69658,All India,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College, Punjab, 151203",M.S. (GENERAL SURGERY),ST,ST,Allotted
691,69833,DNB Quota,"ESIC Model Hospital and Occupational Disease Centre,,ESIC MODEL HOSPITAL AND ODC NANDA NAGAR INDORE, Madhya Pradesh, 452011",(NBEMS) GENERAL MEDICINE,ST,ST,Allotted
692,70164,DNB Quota,"Govt. District Civil Hospital, ,DIS GOVT HOSPITAL, SRI GANGANAGAR, Rajasthan, 335001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
693,70313,All India,"HBT Medical College and Dr RN Cooper Municipal General Hospital Juhu,HBT Medical College and Dr R N Cooper Municipal General Hospital Mumbai, Maharashtra, 400056",M.D. (PHARMACOLOGY),Open,GN,Allotted
694,70320,All India,"Moti Lal Nehru Medical College,Moti Lal Nehru Medical College, Uttar Pradesh, 211001",M.D. (FORENSIC MEDICINE),Open,GN,Allotted
695,70446,All India,"GOA MEDICAL COLLEGE,GOA MEDICAL COLLEGE, Goa, 403202",M.D. (FORENSIC MEDICINE),Open,OBC,Allotted
696,70482,DNB Quota,"Mahatma Gandhi Hospital, Bhilwara Swami Ram Charan Marg, Bhopal Ganj, Bhilwara, Rajasthan Rajasthan , Rajasthan-311001,Mahatma Gandhi Hospital, Bhilwara Swami Ram Charan Marg, Bhopal Ganj, Bhilwara, Rajasthan Rajasthan , Rajasthan, 311001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
697,70619,All India,"RUHS COLLEGE OF MEDICAL SCIENCES,RUHS COLLEGE OF MEDICAL SCIENCES, Rajasthan, 302033",M.D. (PATHOLOGY),SC,SC,Allotted
698,70620,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR,Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR, Chhattisgarh, 492001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
699,71115,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, Chhattisgarh, 495001",M.D. (MICROBIOLOGY),Open,GN,Allotted
700,71177,All India,"CHENGALPATTU MEDICAL COLLEGE, CHENGALPATTU,CHENGALPATTU MEDICAL COLLEGE, CHENGALPATTU, Tamil Nadu, 603001",M.D. (PHARMACOLOGY),SC,SC,Allotted
701,71288,All India,"GOVT. MEDICAL COLLEGE, AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD, AMRITSAR, Punjab, 143001",DIPLOMA IN CHILD HEALTH/ PAEDIATRICS,ST,ST,Allotted
702,71354,All India,"Gandhi Medical College, Bhopal,Gandhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (PHARMACOLOGY),Open,GN,Allotted
703,71358,All India,"GOVT MEDICAL COLLEGE,THRISSUR,GOVT MEDICAL COLLEGE,THRISSUR, Kerala, 680596",M.D. (ANAESTHESIOLOGY),ST,ST,Allotted
704,71573,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (MICROBIOLOGY),Open,GN,Allotted
705,71639,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
706,71673,All India,"INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR, Maharashtra, 440018",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
707,71695,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha,Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, Maharashtra, 442102",M.S. (OPHTHALMOLOGY),ST,ST,Allotted
708,71763,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",M.D. (FORENSIC MEDICINE),Open,GN,Allotted
709,72001,All India,"College of Medicine and JNM Hospital, WBUHS,Block A, Post Office Kalyani, Near Silpanchal Station, Block A2, District Nadia, West Bengal, West Bengal, 741235",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
710,72195,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata, West Bengal, 700020",M.D. (PHYSIOLOGY),Open,GN,Allotted
711,72253,All India,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",M.D. (PHARMACOLOGY),Open,GN,Allotted
712,72266,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
713,72703,All India,"Govt. Medical College Akola,Govt. Medical College Akola, Maharashtra, 444001",M.D. (PHARMACOLOGY),Open,GN,Allotted
714,72734,All India,"Rajendra Institute of Medical Sciences, Ranchi,Rajendra Institute of Medical Sciences, Ranchi, Jharkhand, 834009",M.D. (PHARMACOLOGY),Open,GN,Allotted
715,72735,DNB Quota,"Government Medical College and Bangur Hospital, Nh62 Sumerpur Road Village Ramasiya Pali Rajasthan , Rajasthan-306401,Government Medical College and Bangur Hospital Nh62 Sumerpur Road Village Ramasiya Pali Rajasthan Ra, Rajasthan, 306401",(NBEMS-DIPLOMA) FAMILY MEDICINE,SC,SC,Allotted
716,73192,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR,Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR, Chhattisgarh, 492001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),ST,ST,Allotted
717,73280,DNB Quota,"National Institute of Tuberculosis and Respiratory Diseases, (Formerly Known as L.R.S. Instt. of T.B. and Allied Scs),,National Institute of Tuberculosis and Respiratory Diseases (Formerly Known as L.R.S. Instt. of T.B., Delhi (NCT), 110030",(NBEMS) MICROBIOLOGY,OBC,OBC,Allotted
718,73389,All India,"Agartala Government Medical College,Agartala Government Medical College, Tripura, 799006",M.D. (PHARMACOLOGY),Open,GN,Allotted
719,73454,DNB Quota,"Siliguri District Hospital,,Kachari Road, Siliguri, Dist- Darjeeling, West Bengal, West Bengal, 734001",(NBEMS-DIPLOMA) OPHTHALMOLOGY,SC,SC,Allotted
720,73569,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER,NEAR PATEL STADIUM, AJMER, Rajasthan, 305001",M.D. (MICROBIOLOGY),Open,GN,Allotted
721,73677,All India,"Shri Vasantrao Naik Govt Medical College Yavatmal,Shri Vasantrao Naik Govt Medical College Yavatmal, Maharashtra, 445001",M.S. (E.N.T.),ST,ST,Allotted
722,73696,All India,"PATNA MEDICAL COLLEGE, PATNA,PATNA MEDICAL COLLEGE, PATNA, Bihar, 800004",M.D. (BIOCHEMISTRY),Open,GN,Allotted
723,73893,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (MICROBIOLOGY),Open,GN,Allotted
724,73951,All India,"Midnapore Medical College and Hospital,Midnapore Medical College and Hospital, West Bengal, 721101",M.S. (GENERAL SURGERY),ST,ST,Allotted
725,74022,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED,DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, VISHNUPURI, NANDED, Maharashtra, 431606",M.D. (MICROBIOLOGY),Open,GN,Allotted
726,74163,All India,"Gandhi Medical College, Bhopal,Gandhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (MICROBIOLOGY),Open,GN,Allotted
727,74221,All India,"Andhra Medical College,Andhra Medical College, Andhra Pradesh, 530002",M.D. (MICROBIOLOGY),OBC,OBC,Allotted
728,74376,All India,"EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR,EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR, Karnataka, 560010",M.D. (BIOCHEMISTRY),Open,OBC,Allotted
729,74381,DNB Quota,"District Hospital, ,District Hospital, B.H.Road, Tumakuru-572101, Karnataka, 572101",(NBEMS) OPHTHALMOLOGY,ST,ST,Allotted
730,74496,All India,"VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI, Karnataka, 583104",M.D. (MICROBIOLOGY),Open,OBC,Allotted
731,74588,All India,"BIDAR INSTITUTE OF MEDICAL SCIENCES, BIDAR,BIDAR INSTITUTE OF MEDICAL SCIENCES, BIDAR, Karnataka, 585401",M.D. (FORENSIC MEDICINE),Open,OBC,Allotted
732,74778,All India,"Osmania Medical Collge,Osmania Medical Collge, Telangana, 500095",M.S. (OPHTHALMOLOGY),ST,ST,Allotted
733,74781,All India,"Government Kilpauk Medical College,Government Kilpauk Medical College, Tamil Nadu, 600010",MD/MS (Anatomy),OBC,OBC,Allotted
734,74867,All India,"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (MICROBIOLOGY),OBC,OBC,Allotted
735,74891,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",M.D. (MICROBIOLOGY),Open,GN,Allotted
736,75265,All India,"GMC Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Chhattisgarh ,DEAN OFFICE, BHARAT RATNA LATE SHRI ATAL BIHARI VAJPAYEE MEMORIAL MEDICAL COLLEGE, PENDRI, RAJNANDG, Chhattisgarh, 491441",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
737,75422,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",M.D. (ANAESTHESIOLOGY),ST,ST,Allotted
738,75450,All India,"Government Medical College Kota,Government Medical College Kota, Rajasthan, 324005",M.D. (FORENSIC MEDICINE),Open,GN,Allotted
739,75464,All India,"Agartala Government Medical College,Agartala Government Medical College, Tripura, 799006",M.D. (PHARMACOLOGY),Open,GN,Allotted
740,75786,All India,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001",M.D. (BIOCHEMISTRY),Open,GN,Allotted
741,75832,All India,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY, Uttar Pradesh, 226003",M.D. (PHYSIOLOGY),Open,GN,Allotted
742,76020,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office , Pithapuram Road, Kakinada, Andhra Pradesh, 533003",M.D. (PHARMACOLOGY),Open,GN,Allotted
743,76105,All India,"Rani Durgavati Medical College, Banda ,Rani Durgavati Medical College Naraini Road Banda, Uttar Pradesh, 210001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
744,76207,All India,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (BIOCHEMISTRY),Open,GN,Allotted
745,76355,DNB Quota,"District Hospital, ,District Hospital, Near KEB, PB Road, Haveri, Karnataka, 581110",(NBEMS-DIPLOMA) FAMILY MEDICINE,SC,SC,Allotted
746,76697,DNB Quota,"Associated Hospital Government Medical College, ,Kanth Bagh Baramulla, Jammu And Kashmir, 193103",(NBEMS) GENERAL MEDICINE,ST,ST,Allotted
747,76757,All India,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
748,76913,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, BHAGALPUR,JAWAHARLAL NEHRU MEDICAL COLLEGE, BHAGALPUR, Bihar, 812001",M.S. (OPHTHALMOLOGY),ST,ST,Allotted
749,77085,All India,"Shri Vasantrao Naik Govt Medical College Yavatmal,Shri Vasantrao Naik Govt Medical College Yavatmal, Maharashtra, 445001",M.D. (PHARMACOLOGY),Open,GN,Allotted
750,77237,All India,"Ganesh Shankar Vidyarthi Memorial Medical College,Ganesh Shankar Vidyarthi Memorial Medical College, Uttar Pradesh, 208002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,SC,Allotted
751,77328,All India,"Shri Vasantrao Naik Govt Medical College Yavatmal,Shri Vasantrao Naik Govt Medical College Yavatmal, Maharashtra, 445001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
752,77438,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM,GOVT. MEDICAL COLLEGE, THIRUVANANTHAPURAM, Kerala, 695011",M.D. (Radiotherapy/ Radiation Oncology),ST,ST,Allotted
753,77468,IP University Quota,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",M.D. (ANAESTHESIOLOGY),OBC,OBC,Allotted
754,77613,All India,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",M.D. (PHARMACOLOGY),Open,GN,Allotted
755,77737,All India,"Assam Medical College,Assam Medical College, Assam, 786002",M.D. (FORENSIC MEDICINE),Open,GN,Allotted
756,77918,All India,"Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR,Pt. Jawahar Lal Nehru Memorial Medical College, RAIPUR, Chhattisgarh, 492001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,OBC,Allotted
757,78004,All India,"Ganesh Shankar Vidyarthi Memorial Medical College,Ganesh Shankar Vidyarthi Memorial Medical College, Uttar Pradesh, 208002",M.D. (PHARMACOLOGY),Open,GN,Allotted
758,78024,DNB Quota,"Veerangana Awanti Bai Women Hospital, ,sic.vabwhlko@gmail.com, Uttar Pradesh, 226018",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,ST,ST,Allotted
759,78048,All India,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY, Uttar Pradesh, 226003",M.D. (FORENSIC MEDICINE),SC,SC,Allotted
760,78086,All India,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",M.D. (ANAESTHESIOLOGY),ST,ST,Allotted
761,78342,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",M.D. (ANAESTHESIOLOGY),ST,ST,Allotted
